       45      110        2     0.3093565798E-03
       46      114        2     0.2995800978E-03
       47      118        2     0.2934282146E-03
       40        4        1     0.3542036629E-05
       41       12        1     0.1938694274E-04
       42       16        1     0.3404132033E-04
       43       18        1     0.4732242546E-04
       44       22        1     0.6218700139E-04
       45       26        1     0.7851681710E-04
       18       12        1     0.6689791693E-06
       19       22        1     0.2668226682E-05
       20       32        1     0.5926417246E-05
       21       38        1     0.9413677435E-05
       22       42        1     0.1238809899E-04
       23       48        1     0.1299017441E-04
       24       48        1     0.1501696302E-04
       25       52        1     0.1467714037E-04
       26       56        1     0.1701835318E-04
       27       58        1     0.1908933723E-04
       28       60        1     0.2064369958E-04
       29       62        1     0.2310376352E-04
       30       62        1     0.2590115974E-04
       31       66        1     0.2846596028E-04
       32       66        1     0.3089258521E-04
       33       66        1     0.3292920673E-04
       34       70        1     0.3787772249E-04
       35       70        1     0.4038598858E-04
       36       70        1     0.4270878800E-04
       37       74        1     0.4680625043E-04
       38       74        1     0.4915881160E-04
       39       74        1     0.5141801403E-04
       40       78        1     0.5691504530E-04
       41       78        1     0.5980601178E-04
       42       82        1     0.6270715779E-04
       43       84        1     0.6528522549E-04
       40        4        1     0.6620350520E-05
       41       10        1     0.2517783558E-04
       42       16        1     0.4446349665E-04
       43       20        1     0.5800918820E-04
       44      110        2     0.1021193240E-03
       45      114        2     0.1164550068E-03
       46      144        3     0.1975748265E-03
       47      148        3     0.2210877246E-03
       20       16        2     0.1908258111E-05
       21       20        2     0.6219120013E-05
       22       28        2     0.1199891400E-04
       23       36        2     0.1816900847E-04
       24       40        2     0.2360020817E-04
       25       42        2     0.3396089017E-04
       26       46        2     0.4170347924E-04
       27       46        2     0.4894213475E-04
       28       50        2     0.5957720073E-04
       29       52        2     0.6857078452E-04
       30       54        2     0.7800120584E-04
       31       56        2     0.9126675517E-04
       32       58        2     0.1035191008E-03
       33       60        2     0.1113444145E-03
       34       62        2     0.1265655141E-03
       35       66        2     0.1375001400E-03
       36       66        2     0.1505107611E-03
       37       70        2     0.1631987788E-03
       38       70        2     0.1751448163E-03
       39       74        2     0.1855950032E-03
       40       76        2     0.1900547239E-03
       40       10        1     0.1832060515E-05
       41      102        3     0.1844331435E-03
       42      104        3     0.1852805091E-03
       43      106        3     0.1886122203E-03
       44      108        3     0.1916384680E-03
       45      110        3     0.1986559028E-03
       46      112        3     0.2055202928E-03
       47      116        3     0.2133369907E-03
       48      390        8     0.6774919504E-04
       49      518       12     0.3483263227E-04
       20       12        2     0.2013009363E-05
       21       18        2     0.4429638551E-05
       22       22        2     0.8493339880E-05
       23       28        2     0.1347844775E-04
